name,njss_count,top_url,domain,platform_n,bid_url,sample_url,fetched_at,prefecture,category,is_new
上球磨消防組合,11,,,0,,https://www2.njss.info/organizations/proc/8820,2026-08-02,熊本県,地方公共団体,1
岡山県市町村税整理組合,11,,,0,,https://www2.njss.info/organizations/proc/8902,2026-08-02,岡山県,地方公共団体,1
滋賀県後期高齢者医療広域連合,11,,,0,,https://www2.njss.info/organizations/proc/8930,2026-08-02,滋賀県,地方公共団体,1
防衛省(MOD) 陸上自衛隊,11,,,0,,https://www2.njss.info/organizations/proc/9018,2026-08-02,東京都,国・省庁,0
恩賜財団 済生会 神奈川県済生会 若草病院,11,,,0,,https://www2.njss.info/organizations/proc/9058,2026-08-02,神奈川県,地方公共団体,0
広島県水道広域連合企業団 北広島事務所,11,,,0,,https://www2.njss.info/organizations/proc/9116,2026-08-02,広島県,地方公共団体,1
恩賜財団 済生会 鳥取県済生会 鳥取県済生会境港総合病院,11,,,0,,https://www2.njss.info/organizations/proc/9229,2026-08-02,鳥取県,地方公共団体,0
香川県農業共済組合,11,,,0,,https://www2.njss.info/organizations/proc/9349,2026-08-02,香川県,地方公共団体,1
国立高等専門学校機構 東京工業高等専門学校,10,,,0,,https://www2.njss.info/organizations/proc/9797,2026-08-02,東京都,国・省庁,0
国立高等専門学校機構 松江工業高等専門学校,10,,,0,,https://www2.njss.info/organizations/proc/9240,2026-08-02,島根県,国・省庁,0
東日本高速道路株式会社(NEXCO) 北海道支社 札幌管理事務所,10,,,0,,https://www2.njss.info/organizations/proc/1906,2026-08-02,北海道,国・省庁,0
防衛省(MOD) 陸上自衛隊 東北方面隊 東北方面会計隊 船岡駐屯地 第416会計隊,10,,,0,,https://www2.njss.info/organizations/proc/3995,2026-08-02,宮城県,国・省庁,0
世羅中央病院企業団,10,,,0,,https://www2.njss.info/organizations/proc/8646,2026-08-02,広島県,地方公共団体,1
球磨郡公立多良木病院企業団,10,,,0,,https://www2.njss.info/organizations/proc/8808,2026-08-02,熊本県,地方公共団体,1
日本赤十字社 佐賀県赤十字血液センター,10,,,0,,https://www2.njss.info/organizations/proc/1192,2026-08-02,佐賀県,国・省庁,0
労働者健康安全機構 【［閉鎖］北海道中央労災病院】【［閉鎖］治療就労両立支援センター】,10,,,0,,https://www2.njss.info/organizations/proc/1540,2026-08-02,北海道,国・省庁,1
労働者健康安全機構 関東労災病院 治療就労両立支援センター,10,,,0,,https://www2.njss.info/organizations/proc/1543,2026-08-02,神奈川県,国・省庁,0
労働者健康安全機構 労災リハビリテーションセンター宮城作業所,10,,,0,,https://www2.njss.info/organizations/proc/1550,2026-08-02,宮城県,国・省庁,0
労働者健康安全機構 労災リハビリテーションセンター福井作業所,10,,,0,,https://www2.njss.info/organizations/proc/1552,2026-08-02,福井県,国・省庁,0
東日本高速道路株式会社(NEXCO) 関東支社 加須管理事務所,10,,,0,,https://www2.njss.info/organizations/proc/1939,2026-08-02,埼玉県,国・省庁,0
東日本高速道路株式会社(NEXCO) 関東支社 東京湾アクアライン管理事務所,10,,,0,,https://www2.njss.info/organizations/proc/1944,2026-08-02,千葉県,国・省庁,0
東日本高速道路株式会社(NEXCO) 新潟支社 上越管理事務所,10,,,0,,https://www2.njss.info/organizations/proc/1958,2026-08-02,新潟県,国・省庁,0
西日本高速道路株式会社(NEXCO) 関西支社 京都丹波道路管理事務所,10,,,0,,https://www2.njss.info/organizations/proc/2020,2026-08-02,京都府,国・省庁,0
西日本高速道路株式会社(NEXCO) 九州支社 沖縄管理事務所,10,,,0,,https://www2.njss.info/organizations/proc/2060,2026-08-02,沖縄県,国・省庁,0
防衛省(MOD) 陸上自衛隊 北部方面隊 北部方面会計隊 遠軽駐屯地 第376会計隊,10,,,0,,https://www2.njss.info/organizations/proc/3988,2026-08-02,北海道,国・省庁,0
日本放送協会(NHK) 旭川放送局,10,,,0,,https://www2.njss.info/organizations/proc/4263,2026-08-02,北海道,国・省庁,0
日本放送協会(NHK) 帯広放送局,10,,,0,,https://www2.njss.info/organizations/proc/4264,2026-08-02,北海道,国・省庁,0
名古屋市立大学 名古屋市立大学医学部附属西部医療センター,10,,,0,,https://www2.njss.info/organizations/proc/5156,2026-08-02,愛知県,地方公共団体,0
国土交通省(MLIT) 九州地方整備局 熊本営繕事務所,10,,,0,,https://www2.njss.info/organizations/proc/5298,2026-08-02,熊本県,国・省庁,0
山形市立病院済生館,10,,,0,,https://www2.njss.info/organizations/proc/5310,2026-08-02,山形県,地方公共団体,1
所沢市市民医療センター,10,,,0,,https://www2.njss.info/organizations/proc/5313,2026-08-02,埼玉県,地方公共団体,1
高齢・障害・求職者雇用支援機構 愛知支部 中部職業能力開発促進センター名古屋港湾労働分所,10,,,0,,https://www2.njss.info/organizations/proc/5813,2026-08-02,愛知県,国・省庁,0
千葉県こども病院,10,,,0,,https://www2.njss.info/organizations/proc/5928,2026-08-02,千葉県,地方公共団体,1
吉野郡野迫川村役場,10,,,0,,https://www2.njss.info/organizations/proc/6577,2026-08-02,奈良県,地方公共団体,0
爾志郡乙部町役場,10,,,0,,https://www2.njss.info/organizations/proc/6747,2026-08-02,北海道,地方公共団体,0
下閉伊郡普代村役場,10,,,0,,https://www2.njss.info/organizations/proc/6834,2026-08-02,岩手県,地方公共団体,0
北海道警察本部 【［閉鎖］砂川警察署】,10,,,0,,https://www2.njss.info/organizations/proc/6938,2026-08-02,北海道,地方公共団体,1
下伊那郡売木村役場,10,,,0,,https://www2.njss.info/organizations/proc/6971,2026-08-02,長野県,地方公共団体,0
三重大学 三重大学医学部附属病院,10,,,0,,https://www2.njss.info/organizations/proc/7227,2026-08-02,三重県,国・省庁,0
日本不動産鑑定士協会連合会,10,,,0,,https://www2.njss.info/organizations/proc/7273,2026-08-02,東京都,国・省庁,1
防衛省(MOD) 自衛隊福岡地方協力本部,10,,,0,,https://www2.njss.info/organizations/proc/7359,2026-08-02,福岡県,国・省庁,0
秋田観光コンベンション協会,10,,,0,,https://www2.njss.info/organizations/proc/7627,2026-08-02,秋田県,国・省庁,1
福井県観光連盟,10,,,0,,https://www2.njss.info/organizations/proc/7642,2026-08-02,福井県,国・省庁,1
高松観光コンベンション・ビューロー,10,,,0,,https://www2.njss.info/organizations/proc/7657,2026-08-02,香川県,国・省庁,1
公立岩瀬病院,10,,,0,,https://www2.njss.info/organizations/proc/7714,2026-08-02,福島県,国・省庁,1
石巻地区広域行政事務組合,10,,,0,,https://www2.njss.info/organizations/proc/7894,2026-08-02,宮城県,地方公共団体,1
鳥取県産業技術センター,10,,,0,,https://www2.njss.info/organizations/proc/8004,2026-08-02,鳥取県,地方公共団体,1
穂高広域施設組合,10,,,0,,https://www2.njss.info/organizations/proc/8214,2026-08-02,長野県,地方公共団体,1
鉾田・大洗広域事務組合,10,,,0,,https://www2.njss.info/organizations/proc/8274,2026-08-02,茨城県,地方公共団体,1
埼玉西部環境保全組合,10,,,0,,https://www2.njss.info/organizations/proc/8314,2026-08-02,埼玉県,地方公共団体,1
新川広域圏事務組合,10,,,0,,https://www2.njss.info/organizations/proc/8426,2026-08-02,富山県,地方公共団体,1
桑名広域清掃事業組合,10,,,0,,https://www2.njss.info/organizations/proc/8582,2026-08-02,三重県,地方公共団体,1
津山圏域資源循環施設組合,10,,,0,,https://www2.njss.info/organizations/proc/8644,2026-08-02,岡山県,地方公共団体,1
岡山県後期高齢者医療広域連合,10,,,0,,https://www2.njss.info/organizations/proc/8940,2026-08-02,岡山県,地方公共団体,1
徳島中央広域連合,10,,,0,,https://www2.njss.info/organizations/proc/8992,2026-08-02,徳島県,地方公共団体,1
恩賜財団 済生会 茨城県済生会 神栖済生会病院,10,,,0,,https://www2.njss.info/organizations/proc/9066,2026-08-02,茨城県,地方公共団体,0
岩手県競馬組合,10,,,0,,https://www2.njss.info/organizations/proc/9286,2026-08-02,岩手県,地方公共団体,1
湖北環境衛生組合,10,,,0,,https://www2.njss.info/organizations/proc/9330,2026-08-02,茨城県,地方公共団体,1
三条市立大学,10,,,0,,https://www2.njss.info/organizations/proc/9351,2026-08-02,新潟県,国・省庁,0
日高中部消防組合,10,,,0,,https://www2.njss.info/organizations/proc/9410,2026-08-02,北海道,地方公共団体,1
東京地下鉄株式会社,9,,,0,,https://www2.njss.info/organizations/proc/9809,2026-08-02,東京都,地方公共団体,1
東京港埠頭株式会社,9,,,0,,https://www2.njss.info/organizations/proc/9826,2026-08-02,東京都,地方公共団体,1
東日本高速道路株式会社(NEXCO) 東北支社 山形管理事務所,9,,,0,,https://www2.njss.info/organizations/proc/1923,2026-08-02,山形県,国・省庁,0
東日本高速道路株式会社(NEXCO) 関東支社 宇都宮管理事務所,9,,,0,,https://www2.njss.info/organizations/proc/1936,2026-08-02,栃木県,国・省庁,0
東日本高速道路株式会社(NEXCO) 関東支社 所沢管理事務所,9,,,0,,https://www2.njss.info/organizations/proc/1940,2026-08-02,埼玉県,国・省庁,0
公立阿伎留医療センター,9,,,0,,https://www2.njss.info/organizations/proc/5128,2026-08-02,東京都,地方公共団体,1
三重県後期高齢者医療広域連合,9,,,0,,https://www2.njss.info/organizations/proc/8928,2026-08-02,三重県,地方公共団体,1
広島県水道広域連合企業団 神石高原事務所,9,,,0,,https://www2.njss.info/organizations/proc/9122,2026-08-02,広島県,地方公共団体,1
恩賜財団 済生会 愛媛県済生会 今治第二病院,9,,,0,,https://www2.njss.info/organizations/proc/9320,2026-08-02,愛媛県,地方公共団体,0
鹿児島県農業共済組合,9,,,0,,https://www2.njss.info/organizations/proc/9355,2026-08-02,鹿児島県,地方公共団体,1
北陸電力株式会社,9,,,0,,https://www2.njss.info/organizations/proc/9520,2026-08-02,富山県,地方公共団体,1
日本赤十字社 熊本県支部,9,,,0,,https://www2.njss.info/organizations/proc/1150,2026-08-02,熊本県,国・省庁,0
日本赤十字社 三重県赤十字血液センター,9,,,0,,https://www2.njss.info/organizations/proc/1176,2026-08-02,三重県,国・省庁,0
東日本高速道路株式会社(NEXCO) 東北支社 青森管理事務所,9,,,0,,https://www2.njss.info/organizations/proc/1914,2026-08-02,青森県,国・省庁,0
東日本高速道路株式会社(NEXCO) 東北支社 盛岡管理事務所,9,,,0,,https://www2.njss.info/organizations/proc/1916,2026-08-02,岩手県,国・省庁,0
東日本高速道路株式会社(NEXCO) 関東支社 谷和原管理事務所,9,,,0,,https://www2.njss.info/organizations/proc/1935,2026-08-02,茨城県,国・省庁,0
東日本高速道路株式会社(NEXCO) 関東支社 高崎管理事務所,9,,,0,,https://www2.njss.info/organizations/proc/1938,2026-08-02,群馬県,国・省庁,0
西日本高速道路株式会社(NEXCO) 関西支社 和歌山管理事務所,9,,,0,,https://www2.njss.info/organizations/proc/2017,2026-08-02,和歌山県,国・省庁,0
農林水産省(MAFF) 九州農政局 北部九州土地改良調査管理事務所 環境調整課,9,,,0,,https://www2.njss.info/organizations/proc/3880,2026-08-02,長崎県,国・省庁,0
防衛省(MOD) 陸上自衛隊 北部方面隊 北部方面会計隊 上富良野駐屯地 第344会計隊,9,,,0,,https://www2.njss.info/organizations/proc/3986,2026-08-02,北海道,国・省庁,0
防衛省(MOD) 陸上自衛隊 中部方面隊 中部方面会計隊 千僧駐屯地 第352会計隊,9,,,0,,https://www2.njss.info/organizations/proc/4018,2026-08-02,兵庫県,国・省庁,0
日本放送協会(NHK) 釧路放送局,9,,,0,,https://www2.njss.info/organizations/proc/4265,2026-08-02,北海道,国・省庁,0
日本放送協会(NHK) 北見放送局,9,,,0,,https://www2.njss.info/organizations/proc/4266,2026-08-02,北海道,国・省庁,0
都市再生機構(UR) 東日本都市再生本部 墨田市街地整備事務所,9,,,0,,https://www2.njss.info/organizations/proc/4540,2026-08-02,東京都,国・省庁,0
都市再生機構(UR) 東日本都市再生本部 武蔵小金井駅南口再開発事務所,9,,,0,,https://www2.njss.info/organizations/proc/4542,2026-08-02,東京都,国・省庁,0
国土交通省(MLIT) 中国地方整備局 土師ダム管理所,9,,,0,,https://www2.njss.info/organizations/proc/5274,2026-08-02,広島県,国・省庁,0
新潟県立中央病院,9,,,0,,https://www2.njss.info/organizations/proc/5663,2026-08-02,新潟県,地方公共団体,1
山口県立病院機構,9,,,0,,https://www2.njss.info/organizations/proc/5778,2026-08-02,山口県,地方公共団体,1
県立姶良病院,9,,,0,,https://www2.njss.info/organizations/proc/5901,2026-08-02,鹿児島県,地方公共団体,1
岩手県立東和病院,9,,,0,,https://www2.njss.info/organizations/proc/5984,2026-08-02,岩手県,地方公共団体,1
常呂郡訓子府町役場,9,,,0,,https://www2.njss.info/organizations/proc/6705,2026-08-02,北海道,地方公共団体,0
筑波大学 筑波大学附属病院,9,,,0,,https://www2.njss.info/organizations/proc/7212,2026-08-02,茨城県,国・省庁,0
島根大学 島根大学医学部附属病院,9,,,0,,https://www2.njss.info/organizations/proc/7292,2026-08-02,島根県,国・省庁,0
国土交通省(MLIT) 中部地方整備局 蓮ダム管理所,9,,,0,,https://www2.njss.info/organizations/proc/7305,2026-08-02,三重県,国・省庁,0
国土交通省(MLIT) 中部地方整備局 飯田国道事務所,9,,,0,,https://www2.njss.info/organizations/proc/7309,2026-08-02,長野県,国・省庁,0
岩手県立大槌病院,9,,,0,,https://www2.njss.info/organizations/proc/7337,2026-08-02,岩手県,地方公共団体,1
上越地域消防事務組合,9,,,0,,https://www2.njss.info/organizations/proc/7574,2026-08-02,新潟県,地方公共団体,1
岐阜観光コンベンション協会,9,,,0,,https://www2.njss.info/organizations/proc/7601,2026-08-02,岐阜県,国・省庁,1
大曲仙北広域市町村圏組合,9,,,0,,https://www2.njss.info/organizations/proc/8078,2026-08-02,秋田県,地方公共団体,1
北村山公立病院組合,9,,,0,,https://www2.njss.info/organizations/proc/8084,2026-08-02,山形県,地方公共団体,1
［閉鎖］くすのき広域連合,9,,,0,,https://www2.njss.info/organizations/proc/8246,2026-08-02,大阪府,地方公共団体,1
掛川市・菊川市衛生施設組合,9,,,0,,https://www2.njss.info/organizations/proc/8554,2026-08-02,静岡県,地方公共団体,1
五条広域事務組合,9,,,0,,https://www2.njss.info/organizations/proc/8572,2026-08-02,愛知県,地方公共団体,1
宮津与謝環境組合,9,,,0,,https://www2.njss.info/organizations/proc/8602,2026-08-02,京都府,地方公共団体,1
有明生活環境施設組合,9,,,0,,https://www2.njss.info/organizations/proc/8778,2026-08-02,福岡県,地方公共団体,1
菊池広域連合 【［閉鎖］菊池環境保全組合】,9,,,0,,https://www2.njss.info/organizations/proc/8810,2026-08-02,熊本県,地方公共団体,1
鈴鹿亀山地区広域連合,9,,,0,,https://www2.njss.info/organizations/proc/8896,2026-08-02,三重県,地方公共団体,1
恩賜財団 済生会 宮城県済生会,9,,,0,,https://www2.njss.info/organizations/proc/9038,2026-08-02,宮城県,地方公共団体,0
恩賜財団 済生会 神奈川県済生会 神奈川県病院,9,,,0,,https://www2.njss.info/organizations/proc/9054,2026-08-02,神奈川県,地方公共団体,0
恩賜財団 済生会 大阪府済生会 富田林病院,9,,,0,,https://www2.njss.info/organizations/proc/9246,2026-08-02,大阪府,地方公共団体,0
公立西知多総合病院,9,,,0,,https://www2.njss.info/organizations/proc/9342,2026-08-02,愛知県,地方公共団体,1
北空知圏学校給食組合,9,,,0,,https://www2.njss.info/organizations/proc/9414,2026-08-02,北海道,地方公共団体,1
栃木県市町村職員共済組合,9,,,0,,https://www2.njss.info/organizations/proc/9422,2026-08-02,栃木県,地方公共団体,1
株式会社高速道路総合技術研究所〈NEXCO総研〉,9,,,0,,https://www2.njss.info/organizations/proc/9480,2026-08-02,東京都,地方公共団体,1
伊万里・有田消防組合,9,,,0,,https://www2.njss.info/organizations/proc/9598,2026-08-02,佐賀県,地方公共団体,1
恩賜財団 済生会 埼玉県済生会 川口総合病院,9,,,0,,https://www2.njss.info/organizations/proc/9785,2026-08-02,埼玉県,地方公共団体,0
横浜港埠頭株式会社,8,,,0,,https://www2.njss.info/organizations/proc/9796,2026-08-02,神奈川県,地方公共団体,1
山形県住宅供給公社,8,,,0,,https://www2.njss.info/organizations/proc/7449,2026-08-02,山形県,地方公共団体,1
東日本高速道路株式会社(NEXCO) 北海道支社 旭川管理事務所,8,,,0,,https://www2.njss.info/organizations/proc/1908,2026-08-02,北海道,国・省庁,0
東日本高速道路株式会社(NEXCO) 東北支社 いわき工事事務所,8,,,0,,https://www2.njss.info/organizations/proc/1931,2026-08-02,福島県,国・省庁,0
防衛省(MOD) 陸上自衛隊 東部方面隊 東部方面会計隊 滝ヶ原駐屯地 第433会計隊,8,,,0,,https://www2.njss.info/organizations/proc/3488,2026-08-02,静岡県,国・省庁,0
防衛省(MOD) 陸上自衛隊 北部方面隊 北部方面会計隊 名寄駐屯地 第342会計隊,8,,,0,,https://www2.njss.info/organizations/proc/3987,2026-08-02,北海道,国・省庁,0
防衛省(MOD) 陸上自衛隊 中部方面隊 中部方面会計隊 豊川駐屯地 第308会計隊,8,,,0,,https://www2.njss.info/organizations/proc/4012,2026-08-02,愛知県,国・省庁,0
日本放送協会(NHK) 函館放送局,8,,,0,,https://www2.njss.info/organizations/proc/4262,2026-08-02,北海道,国・省庁,0
情報科学芸術大学院大学,8,,,0,,https://www2.njss.info/organizations/proc/4477,2026-08-02,岐阜県,国・省庁,0
広島市立病院機構 広島市立リハビリテーション病院,8,,,0,,https://www2.njss.info/organizations/proc/5180,2026-08-02,広島県,地方公共団体,1
国土交通省(MLIT) 中国地方整備局 八田原ダム管理所,8,,,0,,https://www2.njss.info/organizations/proc/5276,2026-08-02,広島県,国・省庁,0
兵庫県立粒子線医療センター,8,,,0,,https://www2.njss.info/organizations/proc/5641,2026-08-02,兵庫県,地方公共団体,1
日本赤十字社 裾野赤十字病院,8,,,0,,https://www2.njss.info/organizations/proc/6433,2026-08-02,静岡県,国・省庁,0
北海道警察釧路方面本部 【［閉鎖］池田警察署】,8,,,0,,https://www2.njss.info/organizations/proc/7029,2026-08-02,北海道,地方公共団体,1
長崎県庁 県民生活環境部 【［閉鎖］県民生活部】,8,,,0,,https://www2.njss.info/organizations/proc/7237,2026-08-02,長崎県,地方公共団体,1
長崎県庁 出納局,8,,,0,,https://www2.njss.info/organizations/proc/7244,2026-08-02,長崎県,地方公共団体,0
長崎県庁 東京事務所,8,,,0,,https://www2.njss.info/organizations/proc/7262,2026-08-02,東京都,地方公共団体,0
宮城県住宅供給公社,8,,,0,,https://www2.njss.info/organizations/proc/7448,2026-08-02,宮城県,地方公共団体,1
広島県住宅供給公社,8,,,0,,https://www2.njss.info/organizations/proc/7469,2026-08-02,広島県,地方公共団体,1
北九州観光コンベンション協会,8,,,0,,https://www2.njss.info/organizations/proc/7611,2026-08-02,福岡県,国・省庁,1
佐世保観光コンベンション協会,8,,,0,,https://www2.njss.info/organizations/proc/7613,2026-08-02,長崎県,国・省庁,1
全国厚生農業協同組合連合会 山梨県厚生連健康管理センター,8,,,0,,https://www2.njss.info/organizations/proc/7690,2026-08-02,山梨県,国・省庁,1
美幌・津別広域事務組合,8,,,0,,https://www2.njss.info/organizations/proc/7956,2026-08-02,北海道,地方公共団体,1
奄美群島振興開発基金,8,,,0,,https://www2.njss.info/organizations/proc/7974,2026-08-02,鹿児島県,国・省庁,0
十和田地域広域事務組合,8,,,0,,https://www2.njss.info/organizations/proc/8046,2026-08-02,青森県,地方公共団体,1
恩賜財団 済生会 愛媛県済生会,8,,,0,,https://www2.njss.info/organizations/proc/8166,2026-08-02,愛媛県,地方公共団体,0
浅川清流環境組合,8,,,0,,https://www2.njss.info/organizations/proc/8418,2026-08-02,東京都,地方公共団体,1
相楽郡広域事務組合,8,,,0,,https://www2.njss.info/organizations/proc/8600,2026-08-02,京都府,地方公共団体,1
公立那賀病院経営事務組合,8,,,0,,https://www2.njss.info/organizations/proc/8628,2026-08-02,和歌山県,地方公共団体,1
知多南部衛生組合,8,,,0,,https://www2.njss.info/organizations/proc/8690,2026-08-02,愛知県,地方公共団体,1
伊予消防等事務組合,8,,,0,,https://www2.njss.info/organizations/proc/8748,2026-08-02,愛媛県,地方公共団体,1
長与・時津環境施設組合,8,,,0,,https://www2.njss.info/organizations/proc/8806,2026-08-02,長崎県,地方公共団体,1
山鹿植木広域行政事務組合,8,,,0,,https://www2.njss.info/organizations/proc/8814,2026-08-02,熊本県,地方公共団体,1
度会広域連合,8,,,0,,https://www2.njss.info/organizations/proc/8984,2026-08-02,三重県,地方公共団体,1
沖縄県後期高齢者医療広域連合,8,,,0,,https://www2.njss.info/organizations/proc/9006,2026-08-02,沖縄県,地方公共団体,1
恩賜財団 済生会 山形県済生会,8,,,0,,https://www2.njss.info/organizations/proc/9040,2026-08-02,山形県,地方公共団体,0
恩賜財団 済生会 三重県済生会 明和病院,8,,,0,,https://www2.njss.info/organizations/proc/9208,2026-08-02,三重県,地方公共団体,0
島根県市町村職員共済組合,8,,,0,,https://www2.njss.info/organizations/proc/9256,2026-08-02,島根県,地方公共団体,1
叡啓大学,8,,,0,,https://www2.njss.info/organizations/proc/9261,2026-08-02,広島県,国・省庁,0
東京都立東部地域病院,8,,,0,,https://www2.njss.info/organizations/proc/9277,2026-08-02,東京都,地方公共団体,1
恩賜財団 済生会 長野県済生会,8,,,0,,https://www2.njss.info/organizations/proc/9281,2026-08-02,長野県,地方公共団体,0
恩賜財団 済生会 京都府済生会 京都済生会病院,8,,,0,,https://www2.njss.info/organizations/proc/9294,2026-08-02,京都府,地方公共団体,0
恩賜財団 済生会 鹿児島県済生会 川内病院,8,,,0,,https://www2.njss.info/organizations/proc/9301,2026-08-02,鹿児島県,地方公共団体,0
国土交通省(MLIT) 気象庁 地磁気観測所,8,,,0,,https://www2.njss.info/organizations/proc/9421,2026-08-02,茨城県,国・省庁,0
愛媛地方税滞納整理機構,8,,,0,,https://www2.njss.info/organizations/proc/9534,2026-08-02,愛媛県,地方公共団体,1
知多半島総合医療機構 知多半島総合医療センター,8,,,0,,https://www2.njss.info/organizations/proc/9778,2026-08-02,愛知県,地方公共団体,1
上川郡愛別町役場,7,,,0,,https://www2.njss.info/organizations/proc/6771,2026-08-02,北海道,地方公共団体,0
西日本高速道路株式会社(NEXCO) 関西支社 姫路高速道路事務所,7,,,0,,https://www2.njss.info/organizations/proc/2013,2026-08-02,兵庫県,国・省庁,0
岩手県立千厩病院,7,,,0,,https://www2.njss.info/organizations/proc/5978,2026-08-02,岩手県,地方公共団体,1
須賀川地方広域消防組合,7,,,0,,https://www2.njss.info/organizations/proc/9388,2026-08-02,福島県,地方公共団体,1
経済産業省(METI) 関東東北産業保安監督部,7,,,0,,https://www2.njss.info/organizations/proc/734,2026-08-02,埼玉県,国・省庁,0
日本赤十字社 山口県支部,7,,,0,,https://www2.njss.info/organizations/proc/1144,2026-08-02,山口県,国・省庁,0
労働者健康安全機構 岡山産業保健総合支援センター,7,,,0,,https://www2.njss.info/organizations/proc/1525,2026-08-02,岡山県,国・省庁,0
労働者健康安全機構 労災リハビリテーションセンター長野作業所,7,,,0,,https://www2.njss.info/organizations/proc/1553,2026-08-02,長野県,国・省庁,0
西日本高速道路株式会社(NEXCO) 中国支社 津山高速道路事務所,7,,,0,,https://www2.njss.info/organizations/proc/2033,2026-08-02,岡山県,国・省庁,0
法務省(MOJ) 福岡保護観察所,7,,,0,,https://www2.njss.info/organizations/proc/4132,2026-08-02,福岡県,国・省庁,0
法務省(MOJ) 北九州自立更生促進センター,7,,,0,,https://www2.njss.info/organizations/proc/4134,2026-08-02,福岡県,国・省庁,0
日本放送協会(NHK) 室蘭放送局,7,,,0,,https://www2.njss.info/organizations/proc/4267,2026-08-02,北海道,国・省庁,0
都市再生機構(UR) 東日本都市再生本部 柏崎都市再生事務所,7,,,0,,https://www2.njss.info/organizations/proc/4543,2026-08-02,新潟県,国・省庁,0
神津島村役場,7,,,0,,https://www2.njss.info/organizations/proc/4583,2026-08-02,東京都,地方公共団体,0
稲城市立病院,7,,,0,,https://www2.njss.info/organizations/proc/5125,2026-08-02,東京都,地方公共団体,1
高松市立みんなの病院,7,,,0,,https://www2.njss.info/organizations/proc/5188,2026-08-02,香川県,地方公共団体,1
国土交通省(MLIT) 九州地方整備局 鹿児島営繕事務所,7,,,0,,https://www2.njss.info/organizations/proc/5308,2026-08-02,鹿児島県,国・省庁,0
新潟県立精神医療センター,7,,,0,,https://www2.njss.info/organizations/proc/5667,2026-08-02,新潟県,地方公共団体,1
新潟県立津川病院,7,,,0,,https://www2.njss.info/organizations/proc/5669,2026-08-02,新潟県,地方公共団体,1
高齢・障害・求職者雇用支援機構 福岡支部 福岡職業能力開発促進センター飯塚訓練センター,7,,,0,,https://www2.njss.info/organizations/proc/5867,2026-08-02,福岡県,国・省庁,0
空知郡上砂川町役場,7,,,0,,https://www2.njss.info/organizations/proc/6752,2026-08-02,北海道,地方公共団体,0
南佐久郡川上村役場,7,,,0,,https://www2.njss.info/organizations/proc/6978,2026-08-02,長野県,地方公共団体,0
下伊那郡大鹿村役場,7,,,0,,https://www2.njss.info/organizations/proc/6990,2026-08-02,長野県,地方公共団体,0
滋賀医科大学 滋賀医科大学医学部附属病院,7,,,0,,https://www2.njss.info/organizations/proc/7219,2026-08-02,滋賀県,国・省庁,0
長崎県庁 監査事務局,7,,,0,,https://www2.njss.info/organizations/proc/7245,2026-08-02,長崎県,地方公共団体,0
防衛省(MOD) 自衛隊宮崎地方協力本部,7,,,0,,https://www2.njss.info/organizations/proc/7364,2026-08-02,宮崎県,国・省庁,0
［閉鎖］宮崎県住宅供給公社,7,,,0,,https://www2.njss.info/organizations/proc/7476,2026-08-02,宮崎県,地方公共団体,1
宇都宮観光コンベンション協会,7,,,0,,https://www2.njss.info/organizations/proc/7591,2026-08-02,栃木県,国・省庁,1
京都文化交流コンベンションビューロー,7,,,0,,https://www2.njss.info/organizations/proc/7596,2026-08-02,京都府,国・省庁,1
北見市観光協会,7,,,0,,https://www2.njss.info/organizations/proc/7620,2026-08-02,北海道,国・省庁,1
松本観光コンベンション協会,7,,,0,,https://www2.njss.info/organizations/proc/7639,2026-08-02,長野県,国・省庁,1
西村山広域行政事務組合,7,,,0,,https://www2.njss.info/organizations/proc/8092,2026-08-02,山形県,地方公共団体,1
名寄地区衛生施設事務組合,7,,,0,,https://www2.njss.info/organizations/proc/8112,2026-08-02,北海道,地方公共団体,1
湖南衛生組合,7,,,0,,https://www2.njss.info/organizations/proc/8342,2026-08-02,東京都,地方公共団体,1
新川地域消防組合,7,,,0,,https://www2.njss.info/organizations/proc/8366,2026-08-02,富山県,地方公共団体,1
津山圏域衛生処理組合,7,,,0,,https://www2.njss.info/organizations/proc/8486,2026-08-02,岡山県,地方公共団体,1
中巨摩地区広域事務組合,7,,,0,,https://www2.njss.info/organizations/proc/8512,2026-08-02,山梨県,地方公共団体,1
北信保健衛生施設組合,7,,,0,,https://www2.njss.info/organizations/proc/8528,2026-08-02,長野県,地方公共団体,1
中播北部行政事務組合,7,,,0,,https://www2.njss.info/organizations/proc/8614,2026-08-02,兵庫県,地方公共団体,1
可茂消防事務組合,7,,,0,,https://www2.njss.info/organizations/proc/8700,2026-08-02,岐阜県,地方公共団体,1
紀南環境広域施設組合,7,,,0,,https://www2.njss.info/organizations/proc/8722,2026-08-02,和歌山県,地方公共団体,1
高知県市町村総合事務組合,7,,,0,,https://www2.njss.info/organizations/proc/8762,2026-08-02,高知県,地方公共団体,1
筑紫野・小郡・基山清掃施設組合,7,,,0,,https://www2.njss.info/organizations/proc/8774,2026-08-02,福岡県,地方公共団体,1
長野県地方税滞納整理機構,7,,,0,,https://www2.njss.info/organizations/proc/9008,2026-08-02,長野県,地方公共団体,1
神戸市職員共済組合,7,,,0,,https://www2.njss.info/organizations/proc/9222,2026-08-02,兵庫県,地方公共団体,1
千葉県市町村職員共済組合,7,,,0,,https://www2.njss.info/organizations/proc/9252,2026-08-02,千葉県,地方公共団体,1
