name,njss_count,top_url,domain,platform_n,bid_url,sample_url,fetched_at,prefecture,category,is_new
坂出市役所,4320,,,0,,https://www2.njss.info/organizations/proc/5023,2026-08-02,香川県,地方公共団体,0
四国中央市役所,4316,,,0,,https://www2.njss.info/organizations/proc/5025,2026-08-02,愛媛県,地方公共団体,0
藤枝市役所,4309,,,0,,https://www2.njss.info/organizations/proc/4674,2026-08-02,静岡県,地方公共団体,0
日田市役所,4306,,,0,,https://www2.njss.info/organizations/proc/5041,2026-08-02,大分県,地方公共団体,0
最高裁判所 広島高等裁判所 山口地方裁判所,4303,,,0,,https://www2.njss.info/organizations/proc/3955,2026-08-02,山口県,国・省庁,0
本庄市役所,4302,,,0,,https://www2.njss.info/organizations/proc/4778,2026-08-02,埼玉県,地方公共団体,0
山陽小野田市役所,4281,,,0,,https://www2.njss.info/organizations/proc/5015,2026-08-02,山口県,地方公共団体,0
防衛省(MOD) 統合幕僚監部,4280,,,0,,https://www2.njss.info/organizations/proc/25,2026-08-02,東京都,国・省庁,0
下野市役所,4278,,,0,,https://www2.njss.info/organizations/proc/4936,2026-08-02,栃木県,地方公共団体,0
瑞浪市役所,4271,,,0,,https://www2.njss.info/organizations/proc/5614,2026-08-02,岐阜県,地方公共団体,0
農林水産省(MAFF) 植物防疫所,4266,,,0,,https://www2.njss.info/organizations/proc/298,2026-08-02,神奈川県,国・省庁,0
宮古市役所,4263,,,0,,https://www2.njss.info/organizations/proc/4949,2026-08-02,岩手県,地方公共団体,0
南房総市役所,4257,,,0,,https://www2.njss.info/organizations/proc/5544,2026-08-02,千葉県,地方公共団体,0
都市再生機構(UR) 東日本賃貸住宅本部 埼玉地域,4244,,,0,,https://www2.njss.info/organizations/proc/5062,2026-08-02,埼玉県,国・省庁,0
多摩市役所,4237,,,0,,https://www2.njss.info/organizations/proc/4339,2026-08-02,東京都,地方公共団体,0
大阪府立病院機構,4228,,,0,,https://www2.njss.info/organizations/proc/1789,2026-08-02,大阪府,地方公共団体,0
雲仙市役所,4227,,,0,,https://www2.njss.info/organizations/proc/5827,2026-08-02,長崎県,地方公共団体,0
防衛省(MOD) 航空自衛隊 浜松基地 第1航空団,4226,,,0,,https://www2.njss.info/organizations/proc/4058,2026-08-02,静岡県,国・省庁,0
富岡市役所,4225,,,0,,https://www2.njss.info/organizations/proc/4918,2026-08-02,群馬県,地方公共団体,0
国際交流基金,4219,,,0,,https://www2.njss.info/organizations/proc/758,2026-08-02,東京都,国・省庁,0
五島市役所,4215,,,0,,https://www2.njss.info/organizations/proc/5825,2026-08-02,長崎県,地方公共団体,0
常陸大宮市役所,4213,,,0,,https://www2.njss.info/organizations/proc/5516,2026-08-02,茨城県,地方公共団体,0
財務省(MOF) 国税庁(NTA) 福岡国税局,4210,,,0,,https://www2.njss.info/organizations/proc/423,2026-08-02,福岡県,国・省庁,0
防衛省(MOD) 防衛装備庁 【［閉鎖］技術研究本部(TRDI)】,4193,,,0,,https://www2.njss.info/organizations/proc/35,2026-08-02,東京都,国・省庁,1
寝屋川市役所,4182,,,0,,https://www2.njss.info/organizations/proc/1767,2026-08-02,大阪府,地方公共団体,0
伊豆の国市役所,4175,,,0,,https://www2.njss.info/organizations/proc/5940,2026-08-02,静岡県,地方公共団体,0
柳川市役所,4171,,,0,,https://www2.njss.info/organizations/proc/4847,2026-08-02,福岡県,地方公共団体,0
最高裁判所 仙台高等裁判所 仙台地方裁判所,4168,,,0,,https://www2.njss.info/organizations/proc/3969,2026-08-02,宮城県,国・省庁,0
鳥栖市役所,4163,,,0,,https://www2.njss.info/organizations/proc/5027,2026-08-02,佐賀県,地方公共団体,0
伊勢原市役所,4154,,,0,,https://www2.njss.info/organizations/proc/4648,2026-08-02,神奈川県,地方公共団体,0
大阪市住宅供給公社,4128,,,0,,https://www2.njss.info/organizations/proc/7464,2026-08-02,大阪府,地方公共団体,0
放送大学学園 放送大学,4123,,,0,,https://www2.njss.info/organizations/proc/1300,2026-08-02,千葉県,国・省庁,0
入間市役所,4122,,,0,,https://www2.njss.info/organizations/proc/4662,2026-08-02,埼玉県,地方公共団体,0
春日市役所,4115,,,0,,https://www2.njss.info/organizations/proc/4642,2026-08-02,福岡県,地方公共団体,0
藤岡市役所,4114,,,0,,https://www2.njss.info/organizations/proc/4916,2026-08-02,群馬県,地方公共団体,0
三好市役所,4106,,,0,,https://www2.njss.info/organizations/proc/6184,2026-08-02,徳島県,地方公共団体,0
東京都公園協会,4105,,,0,,https://www2.njss.info/organizations/proc/6111,2026-08-02,東京都,国・省庁,0
菊池市役所,4102,,,0,,https://www2.njss.info/organizations/proc/5038,2026-08-02,熊本県,地方公共団体,0
高梁市役所,4102,,,0,,https://www2.njss.info/organizations/proc/5737,2026-08-02,岡山県,地方公共団体,0
防衛省(MOD) 海上自衛隊 阪神基地隊,4101,,,0,,https://www2.njss.info/organizations/proc/67,2026-08-02,兵庫県,国・省庁,0
都市再生機構(UR) 東日本都市再生本部,4100,,,0,,https://www2.njss.info/organizations/proc/4531,2026-08-02,東京都,国・省庁,0
伊那市役所,4100,,,0,,https://www2.njss.info/organizations/proc/4985,2026-08-02,長野県,地方公共団体,0
土浦市役所,4094,,,0,,https://www2.njss.info/organizations/proc/4698,2026-08-02,茨城県,地方公共団体,0
さくら市役所,4093,,,0,,https://www2.njss.info/organizations/proc/5526,2026-08-02,栃木県,地方公共団体,0
稲敷郡阿見町役場,4081,,,0,,https://www2.njss.info/organizations/proc/5524,2026-08-02,茨城県,地方公共団体,0
最高裁判所 大阪高等裁判所 奈良地方裁判所,4072,,,0,,https://www2.njss.info/organizations/proc/3944,2026-08-02,奈良県,国・省庁,0
羽村市役所,4070,,,0,,https://www2.njss.info/organizations/proc/4348,2026-08-02,東京都,地方公共団体,0
別府市役所,4067,,,0,,https://www2.njss.info/organizations/proc/4758,2026-08-02,大分県,地方公共団体,0
西予市役所,4067,,,0,,https://www2.njss.info/organizations/proc/5773,2026-08-02,愛媛県,地方公共団体,0
森林研究・整備機構 森林総合研究所,4066,,,0,,https://www2.njss.info/organizations/proc/284,2026-08-02,茨城県,国・省庁,0
厚生労働省(MHLW) 大阪労働局,4062,,,0,,https://www2.njss.info/organizations/proc/557,2026-08-02,大阪府,国・省庁,0
池田市役所,4044,,,0,,https://www2.njss.info/organizations/proc/4602,2026-08-02,大阪府,地方公共団体,0
八幡浜市役所,4040,,,0,,https://www2.njss.info/organizations/proc/5770,2026-08-02,愛媛県,地方公共団体,0
国土交通省(MLIT) 海上保安庁 第八管区,4039,,,0,,https://www2.njss.info/organizations/proc/529,2026-08-02,京都府,国・省庁,0
富谷市役所,4027,,,0,,https://www2.njss.info/organizations/proc/4908,2026-08-02,宮城県,地方公共団体,0
大田市役所,4020,,,0,,https://www2.njss.info/organizations/proc/5733,2026-08-02,島根県,地方公共団体,0
飯能市役所,4010,,,0,,https://www2.njss.info/organizations/proc/4776,2026-08-02,埼玉県,地方公共団体,0
防衛省(MOD) 北海道防衛局,4004,,,0,,https://www2.njss.info/organizations/proc/27,2026-08-02,北海道,国・省庁,0
小美玉市役所,3985,,,0,,https://www2.njss.info/organizations/proc/4931,2026-08-02,茨城県,地方公共団体,0
大阪府住宅供給公社,3981,,,0,,https://www2.njss.info/organizations/proc/4374,2026-08-02,大阪府,地方公共団体,0
最高裁判所 高松高等裁判所 松山地方裁判所,3978,,,0,,https://www2.njss.info/organizations/proc/3984,2026-08-02,愛媛県,国・省庁,0
敦賀市役所,3975,,,0,,https://www2.njss.info/organizations/proc/4996,2026-08-02,福井県,地方公共団体,0
国土交通省(MLIT) 東北地方整備局 岩手河川国道事務所,3974,,,0,,https://www2.njss.info/organizations/proc/1067,2026-08-02,岩手県,国・省庁,0
防衛省(MOD) 航空自衛隊 春日基地 西部航空警戒管制団,3964,,,0,,https://www2.njss.info/organizations/proc/4049,2026-08-02,福岡県,国・省庁,0
御殿場市役所,3958,,,0,,https://www2.njss.info/organizations/proc/4857,2026-08-02,静岡県,地方公共団体,0
あま市役所,3958,,,0,,https://www2.njss.info/organizations/proc/4827,2026-08-02,愛知県,地方公共団体,0
東海国立大学機構,3948,,,0,,https://www2.njss.info/organizations/proc/7762,2026-08-02,愛知県,国立大学,0
諏訪市役所,3941,,,0,,https://www2.njss.info/organizations/proc/4991,2026-08-02,長野県,地方公共団体,1
袋井市役所,3940,,,0,,https://www2.njss.info/organizations/proc/4858,2026-08-02,静岡県,地方公共団体,0
美祢市役所,3934,,,0,,https://www2.njss.info/organizations/proc/6183,2026-08-02,山口県,地方公共団体,0
武蔵村山市役所,3930,,,0,,https://www2.njss.info/organizations/proc/4338,2026-08-02,東京都,地方公共団体,0
菊川市役所,3924,,,0,,https://www2.njss.info/organizations/proc/5628,2026-08-02,静岡県,地方公共団体,0
八街市役所,3920,,,0,,https://www2.njss.info/organizations/proc/4817,2026-08-02,千葉県,地方公共団体,0
庄原市役所,3918,,,0,,https://www2.njss.info/organizations/proc/5755,2026-08-02,広島県,地方公共団体,0
全国健康保険協会,3912,,,0,,https://www2.njss.info/organizations/proc/1573,2026-08-02,東京都,国・省庁,0
国会 参議院,3908,,,0,,https://www2.njss.info/organizations/proc/6,2026-08-02,東京都,国・省庁,0
大阪市役所 環境局,3898,,,0,,https://www2.njss.info/organizations/proc/1830,2026-08-02,大阪府,地方公共団体,0
岩手県警察本部,3895,,,0,,https://www2.njss.info/organizations/proc/333,2026-08-02,岩手県,地方公共団体,0
田村市役所,3889,,,0,,https://www2.njss.info/organizations/proc/5680,2026-08-02,福島県,地方公共団体,0
直方市役所,3887,,,0,,https://www2.njss.info/organizations/proc/4853,2026-08-02,福岡県,地方公共団体,0
防衛省(MOD) 陸上自衛隊 久里浜駐屯地 通信学校,3878,,,0,,https://www2.njss.info/organizations/proc/4001,2026-08-02,神奈川県,国・省庁,0
日光市役所,3870,,,0,,https://www2.njss.info/organizations/proc/4933,2026-08-02,栃木県,地方公共団体,0
那珂川市役所,3868,,,0,,https://www2.njss.info/organizations/proc/5585,2026-08-02,福岡県,地方公共団体,0
あきる野市役所,3862,,,0,,https://www2.njss.info/organizations/proc/4349,2026-08-02,東京都,地方公共団体,0
福島県庁 農林水産部,3841,,,0,,https://www2.njss.info/organizations/proc/5560,2026-08-02,福島県,地方公共団体,0
農林水産省(MAFF) 東海農政局,3830,,,0,,https://www2.njss.info/organizations/proc/282,2026-08-02,愛知県,国・省庁,0
羽生市役所,3826,,,0,,https://www2.njss.info/organizations/proc/4789,2026-08-02,埼玉県,地方公共団体,0
徳島県警察本部,3825,,,0,,https://www2.njss.info/organizations/proc/344,2026-08-02,徳島県,地方公共団体,0
防衛省(MOD) 陸上自衛隊 中部方面隊 関西補給処 桂駐屯地 桂支処,3814,,,0,,https://www2.njss.info/organizations/proc/4021,2026-08-02,京都府,国・省庁,0
秩父市役所,3813,,,0,,https://www2.njss.info/organizations/proc/4785,2026-08-02,埼玉県,地方公共団体,0
国立高等専門学校機構,3811,,,0,,https://www2.njss.info/organizations/proc/7586,2026-08-02,東京都,国・省庁,0
沖縄県警察本部,3808,,,0,,https://www2.njss.info/organizations/proc/325,2026-08-02,沖縄県,地方公共団体,0
彦根市役所,3805,,,0,,https://www2.njss.info/organizations/proc/4739,2026-08-02,滋賀県,地方公共団体,0
最高裁判所 名古屋高等裁判所 金沢地方裁判所,3803,,,0,,https://www2.njss.info/organizations/proc/3952,2026-08-02,石川県,国・省庁,0
札幌市役所 市民文化局,3802,,,0,,https://www2.njss.info/organizations/proc/4393,2026-08-02,北海道,地方公共団体,0
たつの市役所,3785,,,0,,https://www2.njss.info/organizations/proc/4877,2026-08-02,兵庫県,地方公共団体,0
静岡大学,3767,,,0,,https://www2.njss.info/organizations/proc/5352,2026-08-02,静岡県,国・省庁,0
美馬市役所,3762,,,0,,https://www2.njss.info/organizations/proc/5762,2026-08-02,徳島県,地方公共団体,0
京都府警察本部,3761,,,0,,https://www2.njss.info/organizations/proc/4514,2026-08-02,京都府,地方公共団体,0
竹原市役所,3749,,,0,,https://www2.njss.info/organizations/proc/6179,2026-08-02,広島県,地方公共団体,0
安来市役所,3747,,,0,,https://www2.njss.info/organizations/proc/5734,2026-08-02,島根県,地方公共団体,0
ふじみ野市役所,3740,,,0,,https://www2.njss.info/organizations/proc/4670,2026-08-02,埼玉県,地方公共団体,0
みどり市役所,3736,,,0,,https://www2.njss.info/organizations/proc/4903,2026-08-02,群馬県,地方公共団体,0
国立長寿医療研究センター(NCGG),3734,,,0,,https://www2.njss.info/organizations/proc/691,2026-08-02,愛知県,国・省庁,0
国土交通省(MLIT) 海上保安庁 第六管区,3732,,,0,,https://www2.njss.info/organizations/proc/527,2026-08-02,広島県,国・省庁,0
大阪市役所 淀川区役所,3727,,,0,,https://www2.njss.info/organizations/proc/1865,2026-08-02,大阪府,地方公共団体,0
飛騨市役所,3725,,,0,,https://www2.njss.info/organizations/proc/6065,2026-08-02,岐阜県,地方公共団体,0
農畜産業振興機構(ALIC),3715,,,0,,https://www2.njss.info/organizations/proc/283,2026-08-02,東京都,国・省庁,0
国土交通省(MLIT) 東北地方整備局 仙台河川国道事務所,3697,,,0,,https://www2.njss.info/organizations/proc/1077,2026-08-02,宮城県,国・省庁,0
大阪市役所 大阪港湾局,3685,,,0,,https://www2.njss.info/organizations/proc/1833,2026-08-02,大阪府,地方公共団体,0
北海道 伊達市役所,3681,,,0,,https://www2.njss.info/organizations/proc/5492,2026-08-02,北海道,地方公共団体,0
防衛省(MOD) 近畿中部防衛局,3677,,,0,,https://www2.njss.info/organizations/proc/32,2026-08-02,大阪府,国・省庁,0
農林水産省(MAFF) 【［閉鎖］WTO対象外「各省庁調達情報の提供サイト：令和元年12月に閉鎖」】,3670,,,0,,https://www2.njss.info/organizations/proc/1459,2026-08-02,東京都,国・省庁,1
新潟大学,3668,,,0,,https://www2.njss.info/organizations/proc/5367,2026-08-02,新潟県,国・省庁,0
黒部市役所,3663,,,0,,https://www2.njss.info/organizations/proc/5691,2026-08-02,富山県,地方公共団体,0
安中市役所,3658,,,0,,https://www2.njss.info/organizations/proc/4917,2026-08-02,群馬県,地方公共団体,0
和光市役所,3655,,,0,,https://www2.njss.info/organizations/proc/4779,2026-08-02,埼玉県,地方公共団体,0
最高裁判所 福岡高等裁判所 熊本地方裁判所,3651,,,0,,https://www2.njss.info/organizations/proc/3964,2026-08-02,熊本県,国・省庁,0
五條市役所,3649,,,0,,https://www2.njss.info/organizations/proc/5726,2026-08-02,奈良県,地方公共団体,0
防衛省(MOD) 川西駐屯地 自衛隊阪神病院,3647,,,0,,https://www2.njss.info/organizations/proc/3508,2026-08-02,兵庫県,国・省庁,0
豊後大野市役所,3638,,,0,,https://www2.njss.info/organizations/proc/5878,2026-08-02,大分県,地方公共団体,0
大和郡山市役所,3634,,,0,,https://www2.njss.info/organizations/proc/4998,2026-08-02,奈良県,地方公共団体,0
甲斐市役所,3626,,,0,,https://www2.njss.info/organizations/proc/4976,2026-08-02,山梨県,地方公共団体,0
都市再生機構(UR) 【［閉鎖］首都圏ニュータウン本部】,3620,,,0,,https://www2.njss.info/organizations/proc/4545,2026-08-02,東京都,国・省庁,1
国土交通省(MLIT) 四国地方整備局 徳島河川国道事務所,3618,,,0,,https://www2.njss.info/organizations/proc/917,2026-08-02,徳島県,国・省庁,0
長門市役所,3617,,,0,,https://www2.njss.info/organizations/proc/5757,2026-08-02,山口県,地方公共団体,0
帯広市役所,3617,,,0,,https://www2.njss.info/organizations/proc/4686,2026-08-02,北海道,地方公共団体,0
取手市役所,3617,,,0,,https://www2.njss.info/organizations/proc/4700,2026-08-02,茨城県,地方公共団体,0
東久留米市役所,3614,,,0,,https://www2.njss.info/organizations/proc/4345,2026-08-02,東京都,地方公共団体,0
常滑市役所,3612,,,0,,https://www2.njss.info/organizations/proc/4843,2026-08-02,愛知県,地方公共団体,0
小浜市役所,3606,,,0,,https://www2.njss.info/organizations/proc/5699,2026-08-02,福井県,地方公共団体,0
大田原市役所,3588,,,0,,https://www2.njss.info/organizations/proc/4935,2026-08-02,栃木県,地方公共団体,0
大和高田市役所,3587,,,0,,https://www2.njss.info/organizations/proc/5001,2026-08-02,奈良県,地方公共団体,0
東金市役所,3575,,,0,,https://www2.njss.info/organizations/proc/4820,2026-08-02,千葉県,地方公共団体,0
国土交通省(MLIT) 海上保安庁 第十管区,3573,,,0,,https://www2.njss.info/organizations/proc/531,2026-08-02,鹿児島県,国・省庁,0
神奈川県立病院機構,3572,,,0,,https://www2.njss.info/organizations/proc/4494,2026-08-02,神奈川県,地方公共団体,0
竹田市役所,3551,,,0,,https://www2.njss.info/organizations/proc/6113,2026-08-02,大分県,地方公共団体,0
防衛省(MOD) 防衛装備庁 【［閉鎖］電子装備研究所】,3544,,,0,,https://www2.njss.info/organizations/proc/39,2026-08-02,東京都,国・省庁,1
合志市役所,3543,,,0,,https://www2.njss.info/organizations/proc/5037,2026-08-02,熊本県,地方公共団体,0
福島県警察本部,3536,,,0,,https://www2.njss.info/organizations/proc/318,2026-08-02,福島県,地方公共団体,0
茂原市役所,3530,,,0,,https://www2.njss.info/organizations/proc/4812,2026-08-02,千葉県,地方公共団体,0
木更津市役所,3527,,,0,,https://www2.njss.info/organizations/proc/4657,2026-08-02,千葉県,地方公共団体,0
内閣府(CAO) 国家公安委員会 警察庁 近畿管区警察局,3518,,,0,,https://www2.njss.info/organizations/proc/312,2026-08-02,大阪府,国・省庁,0
袖ケ浦市役所,3514,,,0,,https://www2.njss.info/organizations/proc/4821,2026-08-02,千葉県,地方公共団体,0
大船渡市役所,3499,,,0,,https://www2.njss.info/organizations/proc/5499,2026-08-02,岩手県,地方公共団体,0
伊予郡砥部町役場,3491,,,0,,https://www2.njss.info/organizations/proc/6191,2026-08-02,愛媛県,地方公共団体,0
瀬戸内市役所,3489,,,0,,https://www2.njss.info/organizations/proc/5739,2026-08-02,岡山県,地方公共団体,0
田川市役所,3489,,,0,,https://www2.njss.info/organizations/proc/4856,2026-08-02,福岡県,地方公共団体,0
内閣府(CAO) 国家公安委員会 警察庁 九州管区警察局,3480,,,0,,https://www2.njss.info/organizations/proc/309,2026-08-02,福岡県,国・省庁,0
財務省(MOF) 国税庁(NTA) 熊本国税局,3469,,,0,,https://www2.njss.info/organizations/proc/427,2026-08-02,熊本県,国・省庁,0
愛西市役所,3466,,,0,,https://www2.njss.info/organizations/proc/4840,2026-08-02,愛知県,地方公共団体,0
防衛省(MOD) 航空自衛隊 小松基地 第6航空団,3465,,,0,,https://www2.njss.info/organizations/proc/4042,2026-08-02,石川県,国・省庁,0
財務省(MOF) 国税庁(NTA) 金沢国税局,3465,,,0,,https://www2.njss.info/organizations/proc/425,2026-08-02,石川県,国・省庁,0
玉名市役所,3457,,,0,,https://www2.njss.info/organizations/proc/5033,2026-08-02,熊本県,地方公共団体,0
名古屋市立大学,3455,,,0,,https://www2.njss.info/organizations/proc/5413,2026-08-02,愛知県,国・省庁,0
山武市役所,3455,,,0,,https://www2.njss.info/organizations/proc/4823,2026-08-02,千葉県,地方公共団体,0
小金井市役所,3440,,,0,,https://www2.njss.info/organizations/proc/4333,2026-08-02,東京都,地方公共団体,0
［閉鎖］雇用・能力開発機構,3440,,,0,,https://www2.njss.info/organizations/proc/603,2026-08-02,神奈川県,国・省庁,1
総務省(MIC) 消防庁,3434,,,0,,https://www2.njss.info/organizations/proc/385,2026-08-02,東京都,国・省庁,0
東京都庁 下水道局,3431,,,0,,https://www2.njss.info/organizations/proc/4515,2026-08-02,東京都,地方公共団体,0
向日市役所,3426,,,0,,https://www2.njss.info/organizations/proc/4872,2026-08-02,京都府,地方公共団体,0
内閣府(CAO) 国家公安委員会 警察庁 中国四国管区警察局,3423,,,0,,https://www2.njss.info/organizations/proc/307,2026-08-02,広島県,国・省庁,0
森林研究・整備機構 森林整備センター,3423,,,0,,https://www2.njss.info/organizations/proc/289,2026-08-02,神奈川県,国・省庁,0
いなべ市役所,3416,,,0,,https://www2.njss.info/organizations/proc/5706,2026-08-02,三重県,地方公共団体,0
四万十市役所,3413,,,0,,https://www2.njss.info/organizations/proc/5817,2026-08-02,高知県,地方公共団体,0
香芝市役所,3403,,,0,,https://www2.njss.info/organizations/proc/4999,2026-08-02,奈良県,地方公共団体,0
鳳珠郡能登町役場,3398,,,0,,https://www2.njss.info/organizations/proc/6458,2026-08-02,石川県,地方公共団体,1
白井市役所,3398,,,0,,https://www2.njss.info/organizations/proc/4822,2026-08-02,千葉県,地方公共団体,0
長岡京市役所,3396,,,0,,https://www2.njss.info/organizations/proc/4866,2026-08-02,京都府,地方公共団体,0
最高裁判所 仙台高等裁判所 盛岡地方裁判所,3392,,,0,,https://www2.njss.info/organizations/proc/3972,2026-08-02,岩手県,国・省庁,0
北本市役所,3383,,,0,,https://www2.njss.info/organizations/proc/4784,2026-08-02,埼玉県,地方公共団体,0
国立精神・神経医療研究センター(NCNP),3382,,,0,,https://www2.njss.info/organizations/proc/692,2026-08-02,東京都,国・省庁,0
福島県庁 教育委員会,3379,,,0,,https://www2.njss.info/organizations/proc/5553,2026-08-02,福島県,地方公共団体,0
赤穂市役所,3368,,,0,,https://www2.njss.info/organizations/proc/4879,2026-08-02,兵庫県,地方公共団体,0
阿南市役所,3356,,,0,,https://www2.njss.info/organizations/proc/5019,2026-08-02,徳島県,地方公共団体,0
北杜市役所,3353,,,0,,https://www2.njss.info/organizations/proc/5565,2026-08-02,山梨県,地方公共団体,0
福津市役所,3351,,,0,,https://www2.njss.info/organizations/proc/4855,2026-08-02,福岡県,地方公共団体,0
北海道庁 檜山振興局,3349,,,0,,https://www2.njss.info/organizations/proc/7439,2026-08-02,北海道,地方公共団体,0
倉吉市役所,3345,,,0,,https://www2.njss.info/organizations/proc/5013,2026-08-02,鳥取県,地方公共団体,0
米原市役所,3345,,,0,,https://www2.njss.info/organizations/proc/5708,2026-08-02,滋賀県,地方公共団体,0
南あわじ市役所,3345,,,0,,https://www2.njss.info/organizations/proc/5938,2026-08-02,兵庫県,地方公共団体,0
田方郡函南町役場,3343,,,0,,https://www2.njss.info/organizations/proc/5630,2026-08-02,静岡県,地方公共団体,0
橋本市役所,3342,,,0,,https://www2.njss.info/organizations/proc/4881,2026-08-02,和歌山県,地方公共団体,0
守谷市役所,3342,,,0,,https://www2.njss.info/organizations/proc/4926,2026-08-02,茨城県,地方公共団体,0
桶川市役所,3341,,,0,,https://www2.njss.info/organizations/proc/4780,2026-08-02,埼玉県,地方公共団体,0
最高裁判所 仙台高等裁判所 山形地方裁判所,3338,,,0,,https://www2.njss.info/organizations/proc/3971,2026-08-02,山形県,国・省庁,0
杵築市役所,3325,,,0,,https://www2.njss.info/organizations/proc/5877,2026-08-02,大分県,地方公共団体,0
交野市役所,3312,,,0,,https://www2.njss.info/organizations/proc/4617,2026-08-02,大阪府,地方公共団体,0
阪神高速道路株式会社,3310,,,0,,https://www2.njss.info/organizations/proc/548,2026-08-02,大阪府,国・省庁,0
愛媛県警察本部,3308,,,0,,https://www2.njss.info/organizations/proc/346,2026-08-02,愛媛県,地方公共団体,0
岩倉市役所,3304,,,0,,https://www2.njss.info/organizations/proc/5571,2026-08-02,愛知県,地方公共団体,0
厚生労働省(MHLW) 福岡労働局,3301,,,0,,https://www2.njss.info/organizations/proc/564,2026-08-02,福岡県,国・省庁,0
志布志市役所,3299,,,0,,https://www2.njss.info/organizations/proc/5887,2026-08-02,鹿児島県,地方公共団体,0
上天草市役所,3298,,,0,,https://www2.njss.info/organizations/proc/5832,2026-08-02,熊本県,地方公共団体,0
白河市役所,3293,,,0,,https://www2.njss.info/organizations/proc/4966,2026-08-02,福島県,地方公共団体,0
内閣府(CAO) 消費者庁,3285,,,0,,https://www2.njss.info/organizations/proc/1655,2026-08-02,東京都,国・省庁,0
防衛省(MOD) 陸上自衛隊 東部方面隊 霞ヶ浦駐屯地 関東補給処 松戸支処,3276,,,0,,https://www2.njss.info/organizations/proc/14,2026-08-02,千葉県,国・省庁,0
川崎市役所 病院局,3274,,,0,,https://www2.njss.info/organizations/proc/4312,2026-08-02,神奈川県,地方公共団体,0
高輝度光科学研究センター(JASRI),3271,,,0,,https://www2.njss.info/organizations/proc/1879,2026-08-02,兵庫県,国・省庁,1
吉川市役所,3269,,,0,,https://www2.njss.info/organizations/proc/4786,2026-08-02,埼玉県,地方公共団体,0
島根県警察本部,3268,,,0,,https://www2.njss.info/organizations/proc/339,2026-08-02,島根県,地方公共団体,0
海津市役所,3263,,,0,,https://www2.njss.info/organizations/proc/5618,2026-08-02,岐阜県,地方公共団体,0
見附市役所,3258,,,0,,https://www2.njss.info/organizations/proc/5683,2026-08-02,新潟県,地方公共団体,0
医薬品医療機器総合機構(PMDA),3248,,,0,,https://www2.njss.info/organizations/proc/611,2026-08-02,東京都,国・省庁,0
蓮田市役所,3244,,,0,,https://www2.njss.info/organizations/proc/4787,2026-08-02,埼玉県,地方公共団体,0
大阪市役所 城東区役所,3239,,,0,,https://www2.njss.info/organizations/proc/1859,2026-08-02,大阪府,地方公共団体,0
東温市役所,3230,,,0,,https://www2.njss.info/organizations/proc/5774,2026-08-02,愛媛県,地方公共団体,0
広島市学校給食会,3229,,,0,,https://www2.njss.info/organizations/proc/6676,2026-08-02,広島県,国・省庁,1
最高裁判所 名古屋高等裁判所 福井地方裁判所,3224,,,0,,https://www2.njss.info/organizations/proc/3951,2026-08-02,福井県,国・省庁,0
自動車事故対策機構(NASVA),3223,,,0,,https://www2.njss.info/organizations/proc/448,2026-08-02,東京都,国・省庁,0
宇佐市役所,3220,,,0,,https://www2.njss.info/organizations/proc/5042,2026-08-02,大分県,地方公共団体,0
珠洲市役所,3201,,,0,,https://www2.njss.info/organizations/proc/6456,2026-08-02,石川県,地方公共団体,0
北海道庁 経済部,3195,,,0,,https://www2.njss.info/organizations/proc/7428,2026-08-02,北海道,地方公共団体,0
長崎大学,3190,,,0,,https://www2.njss.info/organizations/proc/5357,2026-08-02,長崎県,国・省庁,0
日高市役所,3189,,,0,,https://www2.njss.info/organizations/proc/4788,2026-08-02,埼玉県,地方公共団体,0
財務省(MOF) 九州財務局,3187,,,0,,https://www2.njss.info/organizations/proc/418,2026-08-02,熊本県,国・省庁,0
湖南市役所,3185,,,0,,https://www2.njss.info/organizations/proc/4902,2026-08-02,滋賀県,地方公共団体,0
国土交通省(MLIT) 海上保安庁 第二管区,3179,,,0,,https://www2.njss.info/organizations/proc/523,2026-08-02,宮城県,国・省庁,0
勝山市役所,3178,,,0,,https://www2.njss.info/organizations/proc/6174,2026-08-02,福井県,地方公共団体,0
十和田市役所,3167,,,0,,https://www2.njss.info/organizations/proc/4945,2026-08-02,青森県,地方公共団体,0
赤磐市役所,3157,,,0,,https://www2.njss.info/organizations/proc/5740,2026-08-02,岡山県,地方公共団体,0
理化学研究所 筑波事業所,3148,,,0,,https://www2.njss.info/organizations/proc/237,2026-08-02,茨城県,国・省庁,0
財務省(MOF) 大阪税関,3145,,,0,,https://www2.njss.info/organizations/proc/408,2026-08-02,大阪府,国・省庁,0
荒尾市役所,3135,,,0,,https://www2.njss.info/organizations/proc/5036,2026-08-02,熊本県,地方公共団体,0
国土交通省(MLIT) 東北地方整備局 三陸国道事務所,3131,,,0,,https://www2.njss.info/organizations/proc/1069,2026-08-02,岩手県,国・省庁,0
出水市役所,3116,,,0,,https://www2.njss.info/organizations/proc/5047,2026-08-02,鹿児島県,地方公共団体,0
うるま市役所,3111,,,0,,https://www2.njss.info/organizations/proc/4764,2026-08-02,沖縄県,地方公共団体,0
つがる市役所,3108,,,0,,https://www2.njss.info/organizations/proc/5497,2026-08-02,青森県,地方公共団体,0
最高裁判所 名古屋高等裁判所 富山地方裁判所,3104,,,0,,https://www2.njss.info/organizations/proc/3953,2026-08-02,富山県,国・省庁,0
